,pronostico
3248,0.11
3249,0.2
3250,-0.66
3251,-0.020000000000000014
3252,0.45
3253,0.55
3254,-0.14
3255,0.51
3256,-0.5299999999999999
3257,0.21
3258,1.02
3259,0.13
3260,0.74
3261,-0.1
3262,0.61
3263,-0.07999999999999999
3264,-0.43
3265,0.05
3266,0.16
3267,-0.9599999999999999
3268,0.4
3269,-0.8500000000000001
3270,-0.37
3271,0.26
3272,0.1
3273,-0.37
3274,-0.28
3275,-0.42
3276,0.05999999999999999
3277,0.11
3278,0.2
3279,-0.66
3280,-0.020000000000000014
3281,0.45
3282,0.55
3283,-0.14
3284,0.51
3285,-0.5299999999999999
3286,0.21
3287,1.02
3288,0.13
3289,0.74
3290,-0.1
3291,0.61
3292,-0.07999999999999999
3293,-0.43
3294,0.05
3295,0.16
3296,-0.9599999999999999
3297,0.4
3298,-0.8500000000000001
3299,-0.26
3300,0.26
3301,0.1
3302,-0.37
3303,-0.28
3304,-0.42
3305,0.05999999999999999
3306,0.11
3307,0.2
3308,-0.66
3309,-0.020000000000000014
3310,0.45
3311,0.55
3312,-0.14
3313,0.51
3314,-0.5299999999999999
3315,0.21
3316,1.02
3317,0.13
3318,0.74
3319,-0.1
3320,0.61
3321,-0.07999999999999999
3322,-0.43
3323,0.05
3324,0.16
3325,-0.9599999999999999
3326,0.4
3327,-0.8500000000000001
3328,-0.26
3329,0.32
3330,0.1
3331,-0.37
3332,-0.28
3333,-0.42
3334,0.05999999999999999
3335,0.11
3336,0.2
3337,-0.66
3338,-0.020000000000000014
3339,0.45
3340,0.55
3341,-0.14
3342,0.51
3343,-0.5299999999999999
3344,0.21
3345,1.02
3346,0.13
3347,0.74
3348,-0.1
3349,0.61
3350,-0.07999999999999999
3351,-0.43
3352,0.05
3353,0.16
3354,-0.9599999999999999
3355,0.4
3356,-0.8500000000000001
3357,-0.26
3358,0.32
3359,-0.04999999999999999
3360,-0.37
3361,-0.28
3362,-0.42
3363,0.05999999999999999
3364,0.11
3365,0.2
3366,-0.66
3367,-0.020000000000000014
3368,0.45
3369,0.55
3370,-0.14
3371,0.51
3372,-0.5299999999999999
3373,0.21
3374,1.02
3375,0.13
3376,0.74
3377,-0.1
3378,0.61
3379,-0.07999999999999999
3380,-0.43
3381,0.05
3382,0.16
3383,-0.9599999999999999
3384,0.4
3385,-0.8500000000000001
3386,-0.26
3387,0.32
3388,-0.04999999999999999
3389,0.09
3390,-0.28
3391,-0.42
3392,0.05999999999999999
3393,0.11
3394,0.2
3395,-0.66
3396,-0.020000000000000014
3397,0.45
3398,0.55
3399,-0.14
3400,0.51
3401,-0.5299999999999999
3402,0.21
3403,1.02
3404,0.13
3405,0.74
3406,-0.1
3407,0.61
3408,-0.07999999999999999
3409,-0.43
3410,0.05
3411,0.16
3412,-0.9599999999999999
3413,0.4
3414,-0.8500000000000001
3415,-0.26
3416,0.32
3417,-0.04999999999999999
3418,0.09
3419,0.53
3420,-0.42
3421,0.05999999999999999
3422,0.11
3423,0.2
3424,-0.66
3425,-0.020000000000000014
3426,0.45
3427,0.55
3428,-0.14
3429,0.51
3430,-0.5299999999999999
3431,0.21
3432,1.02
3433,0.13
3434,0.74
3435,-0.1
3436,0.61
3437,-0.07999999999999999
3438,-0.43
3439,0.05
3440,0.16
3441,-0.9599999999999999
3442,0.4
3443,-0.8500000000000001
3444,-0.26
3445,0.32
3446,-0.04999999999999999
3447,0.09
3448,0.53
3449,0.7
3450,0.05999999999999999
3451,0.11
3452,0.2
3453,-0.66
3454,-0.020000000000000014
3455,0.45
3456,0.55
3457,-0.14
3458,0.51
3459,-0.5299999999999999
3460,0.21
3461,1.02
3462,0.13
3463,0.74
3464,-0.1
3465,0.61
3466,-0.07999999999999999
3467,-0.43
3468,0.05
3469,0.16
3470,-0.9599999999999999
3471,0.4
3472,-0.8500000000000001
3473,-0.26
3474,0.32
3475,-0.04999999999999999
3476,0.09
3477,0.53
3478,0.7
3479,-0.31
3480,0.11
3481,0.2
3482,-0.66
3483,-0.020000000000000014
3484,0.45
3485,0.55
3486,-0.14
3487,0.51
3488,-0.5299999999999999
3489,0.21
3490,1.02
3491,0.13
3492,0.74
3493,-0.1
3494,0.61
3495,-0.07999999999999999
3496,-0.43
3497,0.05
3498,0.16
3499,-0.9599999999999999
3500,0.4
3501,-0.8500000000000001
3502,-0.26
3503,0.32
3504,-0.04999999999999999
3505,0.09
3506,0.53
3507,0.7
3508,-0.31
3509,0.7499999999999999
3510,0.2
3511,-0.66
3512,-0.020000000000000014
3513,0.45
3514,0.55
3515,-0.14
3516,0.51
3517,-0.5299999999999999
3518,0.21
3519,1.02
3520,0.13
3521,0.74
3522,-0.1
3523,0.61
3524,-0.07999999999999999
3525,-0.43
3526,0.05
3527,0.16
3528,-0.9599999999999999
3529,0.4
3530,-0.8500000000000001
3531,-0.26
3532,0.32
3533,-0.04999999999999999
3534,0.09
3535,0.53
3536,0.7
3537,-0.31
3538,0.7499999999999999
3539,0.14
3540,-0.66
3541,-0.020000000000000014
3542,0.45
3543,0.55
3544,-0.14
3545,0.51
3546,-0.5299999999999999
3547,0.21
3548,1.02
3549,0.13
3550,0.74
3551,-0.1
3552,0.61
3553,-0.07999999999999999
3554,-0.43
3555,0.05
3556,0.16
3557,-0.9599999999999999
3558,0.4
3559,-0.8500000000000001
3560,-0.26
3561,0.32
3562,-0.04999999999999999
3563,0.09
3564,0.53
3565,0.7
3566,-0.31
3567,0.7499999999999999
3568,0.14
3569,-0.039999999999999994
3570,-0.020000000000000014
3571,0.45
3572,0.55
3573,-0.14
3574,0.51
3575,-0.5299999999999999
3576,0.21
3577,1.02
3578,0.13
3579,0.74
3580,-0.1
3581,0.61
3582,-0.07999999999999999
3583,-0.43
3584,0.05
3585,0.16
3586,-0.9599999999999999
3587,0.4
3588,-0.8500000000000001
3589,-0.26
3590,0.32
3591,-0.04999999999999999
3592,0.09
3593,0.53
3594,0.7
3595,-0.31
3596,0.7499999999999999
3597,0.14
3598,-0.039999999999999994
3599,0.34
3600,0.45
3601,0.55
3602,-0.14
3603,0.51
3604,-0.5299999999999999
3605,0.21
3606,1.02
3607,0.13
3608,0.74
3609,-0.1
3610,0.61
3611,-0.07999999999999999
3612,-0.43
3613,0.05
3614,0.16
3615,-0.9599999999999999
3616,0.4
3617,-0.8500000000000001
3618,-0.26
3619,0.32
3620,-0.04999999999999999
3621,0.09
3622,0.53
3623,0.7
3624,-0.31
3625,0.7499999999999999
3626,0.14
3627,-0.039999999999999994
3628,0.34
3629,0.039999999999999994
3630,0.55
3631,-0.14
3632,0.51
3633,-0.5299999999999999
3634,0.21
3635,1.02
3636,0.13
3637,0.74
3638,-0.1
3639,0.61
3640,-0.07999999999999999
3641,-0.43
3642,0.05
3643,0.16
3644,-0.9599999999999999
3645,0.4
3646,-0.8500000000000001
3647,-0.26
3648,0.32
3649,-0.04999999999999999
3650,0.09
3651,0.53
3652,0.7
3653,-0.31
3654,0.7499999999999999
3655,0.14
3656,-0.039999999999999994
3657,0.34
3658,0.039999999999999994
3659,-0.20999999999999996
3660,-0.14
3661,0.51
3662,-0.5299999999999999
3663,0.21
3664,1.02
3665,0.13
3666,0.74
3667,-0.1
3668,0.61
3669,-0.07999999999999999
3670,-0.43
3671,0.05
3672,0.16
3673,-0.9599999999999999
3674,0.4
3675,-0.8500000000000001
3676,-0.26
3677,0.32
3678,-0.04999999999999999
3679,0.09
3680,0.53
3681,0.7
3682,-0.31
3683,0.7499999999999999
3684,0.14
3685,-0.039999999999999994
3686,0.34
3687,0.039999999999999994
3688,-0.20999999999999996
3689,0.79
3690,0.51
3691,-0.5299999999999999
3692,0.21
3693,1.02
3694,0.13
3695,0.74
3696,-0.1
3697,0.61
3698,-0.07999999999999999
3699,-0.43
3700,0.05
3701,0.16
3702,-0.9599999999999999
3703,0.4
3704,-0.8500000000000001
3705,-0.26
3706,0.32
3707,-0.04999999999999999
3708,0.09
3709,0.53
3710,0.7
3711,-0.31
3712,0.7499999999999999
3713,0.14
3714,-0.039999999999999994
3715,0.34
3716,0.039999999999999994
3717,-0.20999999999999996
3718,0.79
3719,0.0
3720,-0.5299999999999999
3721,0.21
3722,1.02
3723,0.13
3724,0.74
3725,-0.1
3726,0.61
3727,-0.07999999999999999
3728,-0.43
3729,0.05
3730,0.16
3731,-0.9599999999999999
3732,0.4
3733,-0.8500000000000001
3734,-0.26
3735,0.32
3736,-0.04999999999999999
3737,0.09
3738,0.53
3739,0.7
3740,-0.31
3741,0.7499999999999999
3742,0.14
3743,-0.039999999999999994
3744,0.34
3745,0.039999999999999994
3746,-0.20999999999999996
3747,0.79
3748,0.0
3749,0.6
3750,0.21
3751,1.02
3752,0.13
3753,0.74
3754,-0.1
3755,0.61
3756,-0.07999999999999999
3757,-0.43
3758,0.05
3759,0.16
3760,-0.9599999999999999
3761,0.4
3762,-0.8500000000000001
3763,-0.26
3764,0.32
3765,-0.04999999999999999
3766,0.09
3767,0.53
3768,0.7
3769,-0.31
3770,0.7499999999999999
3771,0.14
3772,-0.039999999999999994
3773,0.34
3774,0.039999999999999994
3775,-0.20999999999999996
3776,0.79
3777,0.0
3778,0.6
3779,-0.7
3780,1.02
3781,0.13
3782,0.74
3783,-0.1
3784,0.61
3785,-0.07999999999999999
3786,-0.43
3787,0.05
3788,0.16
3789,-0.9599999999999999
3790,0.4
3791,-0.8500000000000001
3792,-0.26
3793,0.32
3794,-0.04999999999999999
3795,0.09
3796,0.53
3797,0.7
3798,-0.31
3799,0.7499999999999999
3800,0.14
3801,-0.039999999999999994
3802,0.34
3803,0.039999999999999994
3804,-0.20999999999999996
3805,0.79
3806,0.0
3807,0.6
3808,-0.7
3809,0.5
3810,0.13
3811,0.74
3812,-0.1
3813,0.61
3814,-0.07999999999999999
3815,-0.43
3816,0.05
3817,0.16
3818,-0.9599999999999999
3819,0.4
3820,-0.8500000000000001
3821,-0.26
3822,0.32
3823,-0.04999999999999999
3824,0.09
3825,0.53
3826,0.7
3827,-0.31
3828,0.7499999999999999
3829,0.14
3830,-0.039999999999999994
3831,0.34
3832,0.039999999999999994
3833,-0.20999999999999996
3834,0.79
3835,0.0
3836,0.6
3837,-0.7
3838,0.5
3839,-0.14
3840,0.74
3841,-0.1
3842,0.61
3843,-0.07999999999999999
3844,-0.43
3845,0.05
3846,0.16
3847,-0.9599999999999999
3848,0.4
3849,-0.8500000000000001
3850,-0.26
3851,0.32
3852,-0.04999999999999999
3853,0.09
3854,0.53
3855,0.7
3856,-0.31
3857,0.7499999999999999
3858,0.14
3859,-0.039999999999999994
3860,0.34
3861,0.039999999999999994
3862,-0.20999999999999996
3863,0.79
3864,0.0
3865,0.6
3866,-0.7
3867,0.5
3868,-0.14
3869,-0.19
3870,-0.1
3871,0.61
3872,-0.07999999999999999
3873,-0.43
3874,0.05
3875,0.16
3876,-0.9599999999999999
3877,0.4
3878,-0.8500000000000001
3879,-0.26
3880,0.32
3881,-0.04999999999999999
3882,0.09
3883,0.53
3884,0.7
3885,-0.31
3886,0.7499999999999999
3887,0.14
3888,-0.039999999999999994
3889,0.34
3890,0.039999999999999994
3891,-0.20999999999999996
3892,0.79
3893,0.0
3894,0.6
3895,-0.7
3896,0.5
3897,-0.14
3898,-0.19
3899,0.15
3900,0.61
3901,-0.07999999999999999
3902,-0.43
3903,0.05
3904,0.16
3905,-0.9599999999999999
3906,0.4
3907,-0.8500000000000001
3908,-0.26
3909,0.32
3910,-0.04999999999999999
3911,0.09
3912,0.53
3913,0.7
3914,-0.31
3915,0.7499999999999999
3916,0.14
3917,-0.039999999999999994
3918,0.34
3919,0.039999999999999994
3920,-0.20999999999999996
3921,0.79
3922,0.0
3923,0.6
3924,-0.7
3925,0.5
3926,-0.14
3927,-0.19
3928,0.15
3929,0.45
3930,-0.07999999999999999
3931,-0.43
3932,0.05
3933,0.16
3934,-0.9599999999999999
3935,0.4
3936,-0.8500000000000001
3937,-0.26
3938,0.32
3939,-0.04999999999999999
3940,0.09
3941,0.53
3942,0.7
3943,-0.31
3944,0.7499999999999999
3945,0.14
3946,-0.039999999999999994
3947,0.34
3948,0.039999999999999994
3949,-0.20999999999999996
3950,0.79
3951,0.0
3952,0.6
3953,-0.7
3954,0.5
3955,-0.14
3956,-0.19
3957,0.15
3958,0.45
3959,0.86
3960,-0.43
3961,0.05
3962,0.16
3963,-0.9599999999999999
3964,0.4
3965,-0.8500000000000001
3966,-0.26
3967,0.32
3968,-0.04999999999999999
3969,0.09
3970,0.53
3971,0.7
3972,-0.31
3973,0.7499999999999999
3974,0.14
3975,-0.039999999999999994
3976,0.34
3977,0.039999999999999994
3978,-0.20999999999999996
3979,0.79
3980,0.0
3981,0.6
3982,-0.7
3983,0.5
3984,-0.14
3985,-0.19
3986,0.15
3987,0.45
3988,0.86
3989,-0.37
3990,0.05
3991,0.16
3992,-0.9599999999999999
3993,0.4
3994,-0.8500000000000001
3995,-0.26
3996,0.32
3997,-0.04999999999999999
3998,0.09
3999,0.53
4000,0.7
4001,-0.31
4002,0.7499999999999999
4003,0.14
4004,-0.039999999999999994
4005,0.34
4006,0.039999999999999994
4007,-0.20999999999999996
4008,0.79
4009,0.0
4010,0.6
4011,-0.7
4012,0.5
4013,-0.14
4014,-0.19
4015,0.15
4016,0.45
4017,0.86
4018,-0.37
4019,0.29
4020,0.16
4021,-0.9599999999999999
4022,0.4
4023,-0.8500000000000001
4024,-0.26
4025,0.32
4026,-0.04999999999999999
4027,0.09
4028,0.53
4029,0.7
4030,-0.31
4031,0.7499999999999999
4032,0.14
4033,-0.039999999999999994
4034,0.34
4035,0.039999999999999994
4036,-0.20999999999999996
4037,0.79
4038,0.0
4039,0.6
4040,-0.7
4041,0.5
4042,-0.14
4043,-0.19
4044,0.15
4045,0.45
4046,0.86
4047,-0.37
4048,0.29
4049,-0.56
4050,-0.9599999999999999
4051,0.4
4052,-0.8500000000000001
4053,-0.26
4054,0.32
4055,-0.04999999999999999
4056,0.09
4057,0.53
4058,0.7
4059,-0.31
4060,0.7499999999999999
4061,0.14
4062,-0.039999999999999994
4063,0.34
4064,0.039999999999999994
4065,-0.20999999999999996
4066,0.79
4067,0.0
4068,0.6
4069,-0.7
4070,0.5
4071,-0.14
4072,-0.19
4073,0.15
4074,0.45
4075,0.86
4076,-0.37
4077,0.29
4078,-0.56
4079,-0.37
4080,0.4
4081,-0.8500000000000001
4082,-0.26
4083,0.32
4084,-0.04999999999999999
4085,0.09
4086,0.53
4087,0.7
4088,-0.31
4089,0.7499999999999999
4090,0.14
4091,-0.039999999999999994
4092,0.34
4093,0.039999999999999994
4094,-0.20999999999999996
4095,0.79
4096,0.0
4097,0.6
4098,-0.7
4099,0.5
4100,-0.14
4101,-0.19
4102,0.15
4103,0.45
4104,0.86
4105,-0.37
4106,0.29
4107,-0.56
4108,-0.37
4109,0.42
4110,-0.8500000000000001
4111,-0.26
4112,0.32
4113,-0.04999999999999999
4114,0.09
4115,0.53
4116,0.7
4117,-0.31
4118,0.7499999999999999
4119,0.14
4120,-0.039999999999999994
4121,0.34
4122,0.039999999999999994
4123,-0.20999999999999996
4124,0.79
4125,0.0
4126,0.6
4127,-0.7
4128,0.5
4129,-0.14
4130,-0.19
4131,0.15
4132,0.45
4133,0.86
4134,-0.37
4135,0.29
4136,-0.56
4137,-0.37
4138,0.42
4139,0.27
4140,-0.26
4141,0.32
4142,-0.04999999999999999
4143,0.09
4144,0.53
4145,0.7
4146,-0.31
4147,0.7499999999999999
4148,0.14
4149,-0.039999999999999994
4150,0.34
4151,0.039999999999999994
4152,-0.20999999999999996
4153,0.79
4154,0.0
4155,0.6
4156,-0.7
4157,0.5
4158,-0.14
4159,-0.19
4160,0.15
4161,0.45
4162,0.86
4163,-0.37
4164,0.29
4165,-0.56
4166,-0.37
4167,0.42
4168,0.27
4169,-0.1
4170,0.32
4171,-0.04999999999999999
4172,0.09
4173,0.53
4174,0.7
4175,-0.31
4176,0.7499999999999999
4177,0.14
4178,-0.039999999999999994
4179,0.34
4180,0.039999999999999994
4181,-0.20999999999999996
4182,0.79
4183,0.0
4184,0.6
4185,-0.7
4186,0.5
4187,-0.14
4188,-0.19
4189,0.15
4190,0.45
4191,0.86
4192,-0.37
4193,0.29
4194,-0.56
4195,-0.37
4196,0.42
4197,0.27
4198,-0.1
4199,0.15
4200,-0.04999999999999999
4201,0.09
4202,0.53
4203,0.7
4204,-0.31
4205,0.7499999999999999
4206,0.14
4207,-0.039999999999999994
4208,0.34
4209,0.039999999999999994
4210,-0.20999999999999996
4211,0.79
4212,0.0
4213,0.6
4214,-0.7
4215,0.5
4216,-0.14
4217,-0.19
4218,0.15
4219,0.45
4220,0.86
4221,-0.37
4222,0.29
4223,-0.56
4224,-0.37
4225,0.42
4226,0.27
4227,-0.1
4228,0.15
4229,-0.039999999999999994
4230,0.09
4231,0.53
4232,0.7
4233,-0.31
4234,0.7499999999999999
4235,0.14
4236,-0.039999999999999994
4237,0.34
4238,0.039999999999999994
4239,-0.20999999999999996
4240,0.79
4241,0.0
4242,0.6
4243,-0.7
4244,0.5
4245,-0.14
4246,-0.19
4247,0.15
4248,0.45
4249,0.86
4250,-0.37
4251,0.29
4252,-0.56
4253,-0.37
4254,0.42
4255,0.27
4256,-0.1
4257,0.15
4258,-0.039999999999999994
4259,0.36
4260,0.53
4261,0.7
4262,-0.31
4263,0.7499999999999999
4264,0.14
4265,-0.039999999999999994
4266,0.34
4267,0.039999999999999994
4268,-0.20999999999999996
4269,0.79
4270,0.0
4271,0.6
4272,-0.7
4273,0.5
4274,-0.14
4275,-0.19
4276,0.15
4277,0.45
4278,0.86
4279,-0.37
4280,0.29
4281,-0.56
4282,-0.37
4283,0.42
4284,0.27
4285,-0.1
4286,0.15
4287,-0.039999999999999994
4288,0.36
4289,0.15
4290,0.7
4291,-0.31
4292,0.7499999999999999
4293,0.14
4294,-0.039999999999999994
4295,0.34
4296,0.039999999999999994
4297,-0.20999999999999996
4298,0.79
4299,0.0
4300,0.6
4301,-0.7
4302,0.5
4303,-0.14
4304,-0.19
4305,0.15
4306,0.45
4307,0.86
4308,-0.37
4309,0.29
4310,-0.56
4311,-0.37
4312,0.42
4313,0.27
4314,-0.1
4315,0.15
4316,-0.039999999999999994
4317,0.36
4318,0.15
4319,0.59
4320,-0.31
4321,0.7499999999999999
4322,0.14
4323,-0.039999999999999994
4324,0.34
4325,0.039999999999999994
4326,-0.20999999999999996
4327,0.79
4328,0.0
4329,0.6
4330,-0.7
4331,0.5
4332,-0.14
4333,-0.19
4334,0.15
4335,0.45
4336,0.86
4337,-0.37
4338,0.29
4339,-0.56
4340,-0.37
4341,0.42
4342,0.27
4343,-0.1
4344,0.15
4345,-0.039999999999999994
4346,0.36
4347,0.15
4348,0.59
4349,0.8500000000000001
4350,0.7499999999999999
4351,0.14
4352,-0.039999999999999994
4353,0.34
4354,0.039999999999999994
4355,-0.20999999999999996
4356,0.79
4357,0.0
4358,0.6
4359,-0.7
4360,0.5
4361,-0.14
4362,-0.19
4363,0.15
4364,0.45
4365,0.86
4366,-0.37
4367,0.29
4368,-0.56
4369,-0.37
4370,0.42
4371,0.27
4372,-0.1
4373,0.15
4374,-0.039999999999999994
4375,0.36
4376,0.15
4377,0.59
4378,0.8500000000000001
4379,-0.44
4380,0.14
4381,-0.039999999999999994
4382,0.34
4383,0.039999999999999994
4384,-0.20999999999999996
4385,0.79
4386,0.0
4387,0.6
4388,-0.7
4389,0.5
4390,-0.14
4391,-0.19
4392,0.15
4393,0.45
4394,0.86
4395,-0.37
4396,0.29
4397,-0.56
4398,-0.37
4399,0.42
4400,0.27
4401,-0.1
4402,0.15
4403,-0.039999999999999994
4404,0.36
4405,0.15
4406,0.59
4407,0.8500000000000001
4408,-0.44
4409,0.45
4410,-0.039999999999999994
4411,0.34
4412,0.039999999999999994
4413,-0.20999999999999996
4414,0.79
4415,0.0
4416,0.6
4417,-0.7
4418,0.5
4419,-0.14
4420,-0.19
4421,0.15
4422,0.45
4423,0.86
4424,-0.37
4425,0.29
4426,-0.56
4427,-0.37
4428,0.42
4429,0.27
4430,-0.1
4431,0.15
4432,-0.039999999999999994
4433,0.36
4434,0.15
4435,0.59
4436,0.8500000000000001
4437,-0.44
4438,0.45
4439,-0.63
4440,0.34
4441,0.039999999999999994
4442,-0.20999999999999996
4443,0.79
4444,0.0
4445,0.6
4446,-0.7
4447,0.5
4448,-0.14
4449,-0.19
4450,0.15
4451,0.45
4452,0.86
4453,-0.37
4454,0.29
4455,-0.56
4456,-0.37
4457,0.42
4458,0.27
4459,-0.1
4460,0.15
4461,-0.039999999999999994
4462,0.36
4463,0.15
4464,0.59
4465,0.8500000000000001
4466,-0.44
4467,0.45
4468,-0.63
4469,0.57
4470,0.039999999999999994
4471,-0.20999999999999996
4472,0.79
4473,0.0
4474,0.6
4475,-0.7
4476,0.5
4477,-0.14
4478,-0.19
4479,0.15
4480,0.45
4481,0.86
4482,-0.37
4483,0.29
4484,-0.56
4485,-0.37
4486,0.42
4487,0.27
4488,-0.1
4489,0.15
4490,-0.039999999999999994
4491,0.36
4492,0.15
4493,0.59
4494,0.8500000000000001
4495,-0.44
4496,0.45
4497,-0.63
4498,0.57
4499,0.49
4500,-0.20999999999999996
4501,0.79
4502,0.0
4503,0.6
4504,-0.7
4505,0.5
4506,-0.14
4507,-0.19
4508,0.15
4509,0.45
4510,0.86
4511,-0.37
4512,0.29
4513,-0.56
4514,-0.37
4515,0.42
4516,0.27
4517,-0.1
4518,0.15
4519,-0.039999999999999994
4520,0.36
4521,0.15
4522,0.59
4523,0.8500000000000001
4524,-0.44
4525,0.45
4526,-0.63
4527,0.57
4528,0.49
4529,-0.18000000000000002
4530,0.79
4531,0.0
4532,0.6
4533,-0.7
4534,0.5
4535,-0.14
4536,-0.19
4537,0.15
4538,0.45
4539,0.86
4540,-0.37
4541,0.29
4542,-0.56
4543,-0.37
4544,0.42
4545,0.27
4546,-0.1
4547,0.15
4548,-0.039999999999999994
4549,0.36
4550,0.15
4551,0.59
4552,0.8500000000000001
4553,-0.44
4554,0.45
4555,-0.63
4556,0.57
4557,0.49
4558,-0.18000000000000002
4559,0.23
4560,0.0
4561,0.6
4562,-0.7
4563,0.5
4564,-0.14
4565,-0.19
4566,0.15
4567,0.45
4568,0.86
4569,-0.37
4570,0.29
4571,-0.56
4572,-0.37
4573,0.42
4574,0.27
4575,-0.1
4576,0.15
4577,-0.039999999999999994
4578,0.36
4579,0.15
4580,0.59
4581,0.8500000000000001
4582,-0.44
4583,0.45
4584,-0.63
4585,0.57
4586,0.49
4587,-0.18000000000000002
4588,0.23
4589,0.15
4590,0.6
4591,-0.7
4592,0.5
4593,-0.14
4594,-0.19
4595,0.15
4596,0.45
4597,0.86
4598,-0.37
4599,0.29
4600,-0.56
4601,-0.37
4602,0.42
4603,0.27
4604,-0.1
4605,0.15
4606,-0.039999999999999994
4607,0.36
4608,0.15
4609,0.59
4610,0.8500000000000001
4611,-0.44
4612,0.45
4613,-0.63
4614,0.57
4615,0.49
4616,-0.18000000000000002
4617,0.23
4618,0.15
4619,-0.5700000000000001
4620,-0.7
4621,0.5
4622,-0.14
4623,-0.19
4624,0.15
4625,0.45
4626,0.86
4627,-0.37
4628,0.29
4629,-0.56
4630,-0.37
4631,0.42
4632,0.27
4633,-0.1
4634,0.15
4635,-0.039999999999999994
4636,0.36
4637,0.15
4638,0.59
4639,0.8500000000000001
4640,-0.44
4641,0.45
4642,-0.63
4643,0.57
4644,0.49
4645,-0.18000000000000002
4646,0.23
4647,0.15
4648,-0.5700000000000001
4649,-0.79
4650,0.5
4651,-0.14
4652,-0.19
4653,0.15
4654,0.45
4655,0.86
4656,-0.37
4657,0.29
4658,-0.56
4659,-0.37
4660,0.42
4661,0.27
4662,-0.1
4663,0.15
4664,-0.039999999999999994
4665,0.36
4666,0.15
4667,0.59
4668,0.8500000000000001
4669,-0.44
4670,0.45
4671,-0.63
4672,0.57
4673,0.49
4674,-0.18000000000000002
4675,0.23
4676,0.15
4677,-0.5700000000000001
4678,-0.79
4679,0.26
4680,-0.14
4681,-0.19
4682,0.15
4683,0.45
4684,0.86
4685,-0.37
4686,0.29
4687,-0.56
4688,-0.37
4689,0.42
4690,0.27
4691,-0.1
4692,0.15
4693,-0.039999999999999994
4694,0.36
4695,0.15
4696,0.59
4697,0.8500000000000001
4698,-0.44
4699,0.45
4700,-0.63
4701,0.57
4702,0.49
4703,-0.18000000000000002
4704,0.23
4705,0.15
4706,-0.5700000000000001
4707,-0.79
4708,0.26
4709,-0.34
4710,-0.19
4711,0.15
4712,0.45
4713,0.86
4714,-0.37
4715,0.29
4716,-0.56
4717,-0.37
4718,0.42
4719,0.27
4720,-0.1
4721,0.15
4722,-0.039999999999999994
4723,0.36
4724,0.15
4725,0.59
4726,0.8500000000000001
4727,-0.44
4728,0.45
4729,-0.63
4730,0.57
4731,0.49
4732,-0.18000000000000002
4733,0.23
4734,0.15
4735,-0.5700000000000001
4736,-0.79
4737,0.26
4738,-0.34
4739,-0.04999999999999999
4740,0.15
4741,0.45
4742,0.86
4743,-0.37
4744,0.29
4745,-0.56
4746,-0.37
4747,0.42
4748,0.27
4749,-0.1
4750,0.15
4751,-0.039999999999999994
4752,0.36
4753,0.15
4754,0.59
4755,0.8500000000000001
4756,-0.44
4757,0.45
4758,-0.63
4759,0.57
4760,0.49
4761,-0.18000000000000002
4762,0.23
4763,0.15
4764,-0.5700000000000001
4765,-0.79
4766,0.26
4767,-0.34
4768,-0.04999999999999999
4769,0.35
4770,0.45
4771,0.86
4772,-0.37
4773,0.29
4774,-0.56
4775,-0.37
4776,0.42
4777,0.27
4778,-0.1
4779,0.15
4780,-0.039999999999999994
4781,0.36
4782,0.15
4783,0.59
4784,0.8500000000000001
4785,-0.44
4786,0.45
4787,-0.63
4788,0.57
4789,0.49
4790,-0.18000000000000002
4791,0.23
4792,0.15
4793,-0.5700000000000001
4794,-0.79
4795,0.26
4796,-0.34
4797,-0.04999999999999999
4798,0.35
4799,-0.99
4800,0.86
4801,-0.37
4802,0.29
4803,-0.56
4804,-0.37
4805,0.42
4806,0.27
4807,-0.1
4808,0.15
4809,-0.039999999999999994
4810,0.36
4811,0.15
4812,0.59
4813,0.8500000000000001
4814,-0.44
4815,0.45
4816,-0.63
4817,0.57
4818,0.49
4819,-0.18000000000000002
4820,0.23
4821,0.15
4822,-0.5700000000000001
4823,-0.79
4824,0.26
4825,-0.34
4826,-0.04999999999999999
4827,0.35
4828,-0.99
4829,0.68
4830,-0.37
4831,0.29
4832,-0.56
4833,-0.37
4834,0.42
4835,0.27
4836,-0.1
4837,0.15
4838,-0.039999999999999994
4839,0.36
4840,0.15
4841,0.59
4842,0.8500000000000001
4843,-0.44
4844,0.45
4845,-0.63
4846,0.57
4847,0.49
4848,-0.18000000000000002
4849,0.23
4850,0.15
4851,-0.5700000000000001
4852,-0.79
4853,0.26
4854,-0.34
4855,-0.04999999999999999
4856,0.35
4857,-0.99
4858,0.68
4859,-1.0799999999999998
4860,0.29
4861,-0.56
4862,-0.37
4863,0.42
4864,0.27
4865,-0.1
4866,0.15
4867,-0.039999999999999994
4868,0.36
4869,0.15
4870,0.59
4871,0.8500000000000001
4872,-0.44
4873,0.45
4874,-0.63
4875,0.57
4876,0.49
4877,-0.18000000000000002
4878,0.23
4879,0.15
4880,-0.5700000000000001
4881,-0.79
4882,0.26
4883,-0.34
4884,-0.04999999999999999
4885,0.35
4886,-0.99
4887,0.68
4888,-1.0799999999999998
4889,-0.3
4890,-0.56
4891,-0.37
4892,0.42
4893,0.27
4894,-0.1
4895,0.15
4896,-0.039999999999999994
4897,0.36
4898,0.15
4899,0.59
4900,0.8500000000000001
4901,-0.44
4902,0.45
4903,-0.63
4904,0.57
4905,0.49
