,pronostico
664,0.27
665,-0.45
666,0.42
667,-0.15
668,-0.14
669,0.25
670,-0.28
671,-0.09000000000000001
672,0.11
673,0.17
674,0.54
675,-0.51
676,0.3
677,0.23
678,0.34
679,0.08
680,-0.14
681,-0.4799999999999999
682,0.16
683,-0.5399999999999999
684,-0.07999999999999999
685,0.05
686,-0.39
687,-0.26999999999999996
688,0.33
689,-0.42
690,-0.009999999999999992
691,-0.35
692,0.28
693,0.27
694,-0.45
695,0.42
696,-0.15
697,-0.14
698,0.25
699,-0.28
700,-0.09000000000000001
701,0.11
702,0.17
703,0.54
704,-0.51
705,0.3
706,0.23
707,0.34
708,0.08
709,-0.14
710,-0.4799999999999999
711,0.16
712,-0.5399999999999999
713,-0.07999999999999999
714,0.05
715,-0.39
716,-0.26999999999999996
717,0.33
718,-0.42
719,0.32
720,-0.35
721,0.28
722,0.27
723,-0.45
724,0.42
725,-0.15
726,-0.14
727,0.25
728,-0.28
729,-0.09000000000000001
730,0.11
731,0.17
732,0.54
733,-0.51
734,0.3
735,0.23
736,0.34
737,0.08
738,-0.14
739,-0.4799999999999999
740,0.16
741,-0.5399999999999999
742,-0.07999999999999999
743,0.05
744,-0.39
745,-0.26999999999999996
746,0.33
747,-0.42
748,0.32
749,0.11
750,0.28
751,0.27
752,-0.45
753,0.42
754,-0.15
755,-0.14
756,0.25
757,-0.28
758,-0.09000000000000001
759,0.11
760,0.17
761,0.54
762,-0.51
763,0.3
764,0.23
765,0.34
766,0.08
767,-0.14
768,-0.4799999999999999
769,0.16
770,-0.5399999999999999
771,-0.07999999999999999
772,0.05
773,-0.39
774,-0.26999999999999996
775,0.33
776,-0.42
777,0.32
778,0.11
779,-0.43
780,0.27
781,-0.45
782,0.42
783,-0.15
784,-0.14
785,0.25
786,-0.28
787,-0.09000000000000001
788,0.11
789,0.17
790,0.54
791,-0.51
792,0.3
793,0.23
794,0.34
795,0.08
796,-0.14
797,-0.4799999999999999
798,0.16
799,-0.5399999999999999
800,-0.07999999999999999
801,0.05
802,-0.39
803,-0.26999999999999996
804,0.33
805,-0.42
806,0.32
807,0.11
808,-0.43
809,-0.1
810,-0.45
811,0.42
812,-0.15
813,-0.14
814,0.25
815,-0.28
816,-0.09000000000000001
817,0.11
818,0.17
819,0.54
820,-0.51
821,0.3
822,0.23
823,0.34
824,0.08
825,-0.14
826,-0.4799999999999999
827,0.16
828,-0.5399999999999999
829,-0.07999999999999999
830,0.05
831,-0.39
832,-0.26999999999999996
833,0.33
834,-0.42
835,0.32
836,0.11
837,-0.43
838,-0.1
839,0.63
840,0.42
841,-0.15
842,-0.14
843,0.25
844,-0.28
845,-0.09000000000000001
846,0.11
847,0.17
848,0.54
849,-0.51
850,0.3
851,0.23
852,0.34
853,0.08
854,-0.14
855,-0.4799999999999999
856,0.16
857,-0.5399999999999999
858,-0.07999999999999999
859,0.05
860,-0.39
861,-0.26999999999999996
862,0.33
863,-0.42
864,0.32
865,0.11
866,-0.43
867,-0.1
868,0.63
869,-0.09000000000000001
870,-0.15
871,-0.14
872,0.25
873,-0.28
874,-0.09000000000000001
875,0.11
876,0.17
877,0.54
878,-0.51
879,0.3
880,0.23
881,0.34
882,0.08
883,-0.14
884,-0.4799999999999999
885,0.16
886,-0.5399999999999999
887,-0.07999999999999999
888,0.05
889,-0.39
890,-0.26999999999999996
891,0.33
892,-0.42
893,0.32
894,0.11
895,-0.43
896,-0.1
897,0.63
898,-0.09000000000000001
899,0.21
900,-0.14
901,0.25
902,-0.28
903,-0.09000000000000001
904,0.11
905,0.17
906,0.54
907,-0.51
908,0.3
909,0.23
910,0.34
911,0.08
912,-0.14
913,-0.4799999999999999
914,0.16
915,-0.5399999999999999
916,-0.07999999999999999
917,0.05
918,-0.39
919,-0.26999999999999996
920,0.33
921,-0.42
922,0.32
923,0.11
924,-0.43
925,-0.1
926,0.63
927,-0.09000000000000001
928,0.21
929,-0.07999999999999999
930,0.25
931,-0.28
932,-0.09000000000000001
933,0.11
934,0.17
935,0.54
936,-0.51
937,0.3
938,0.23
939,0.34
940,0.08
941,-0.14
942,-0.4799999999999999
943,0.16
944,-0.5399999999999999
945,-0.07999999999999999
946,0.05
947,-0.39
948,-0.26999999999999996
949,0.33
950,-0.42
951,0.32
952,0.11
953,-0.43
954,-0.1
955,0.63
956,-0.09000000000000001
957,0.21
958,-0.07999999999999999
959,-0.23999999999999996
960,-0.28
961,-0.09000000000000001
962,0.11
963,0.17
964,0.54
965,-0.51
966,0.3
967,0.23
968,0.34
969,0.08
970,-0.14
971,-0.4799999999999999
972,0.16
973,-0.5399999999999999
974,-0.07999999999999999
975,0.05
976,-0.39
977,-0.26999999999999996
978,0.33
979,-0.42
980,0.32
981,0.11
982,-0.43
983,-0.1
984,0.63
985,-0.09000000000000001
986,0.21
987,-0.07999999999999999
988,-0.23999999999999996
989,-0.09000000000000001
990,-0.09000000000000001
991,0.11
992,0.17
993,0.54
994,-0.51
995,0.3
996,0.23
997,0.34
998,0.08
999,-0.14
1000,-0.4799999999999999
1001,0.16
1002,-0.5399999999999999
1003,-0.07999999999999999
1004,0.05
1005,-0.39
1006,-0.26999999999999996
1007,0.33
1008,-0.42
1009,0.32
1010,0.11
1011,-0.43
1012,-0.1
1013,0.63
1014,-0.09000000000000001
1015,0.21
1016,-0.07999999999999999
1017,-0.23999999999999996
1018,-0.09000000000000001
1019,0.89
1020,0.11
1021,0.17
1022,0.54
1023,-0.51
1024,0.3
1025,0.23
1026,0.34
1027,0.08
1028,-0.14
1029,-0.4799999999999999
1030,0.16
1031,-0.5399999999999999
1032,-0.07999999999999999
1033,0.05
1034,-0.39
1035,-0.26999999999999996
1036,0.33
1037,-0.42
1038,0.32
1039,0.11
1040,-0.43
1041,-0.1
1042,0.63
1043,-0.09000000000000001
1044,0.21
1045,-0.07999999999999999
1046,-0.23999999999999996
1047,-0.09000000000000001
1048,0.89
1049,0.38
1050,0.17
1051,0.54
1052,-0.51
1053,0.3
1054,0.23
1055,0.34
1056,0.08
1057,-0.14
1058,-0.4799999999999999
1059,0.16
1060,-0.5399999999999999
1061,-0.07999999999999999
1062,0.05
1063,-0.39
1064,-0.26999999999999996
1065,0.33
1066,-0.42
1067,0.32
1068,0.11
1069,-0.43
1070,-0.1
1071,0.63
1072,-0.09000000000000001
1073,0.21
1074,-0.07999999999999999
1075,-0.23999999999999996
1076,-0.09000000000000001
1077,0.89
1078,0.38
1079,-0.2
1080,0.54
1081,-0.51
1082,0.3
1083,0.23
1084,0.34
1085,0.08
1086,-0.14
1087,-0.4799999999999999
1088,0.16
1089,-0.5399999999999999
1090,-0.07999999999999999
1091,0.05
1092,-0.39
1093,-0.26999999999999996
1094,0.33
1095,-0.42
1096,0.32
1097,0.11
1098,-0.43
1099,-0.1
1100,0.63
1101,-0.09000000000000001
1102,0.21
1103,-0.07999999999999999
1104,-0.23999999999999996
1105,-0.09000000000000001
1106,0.89
1107,0.38
1108,-0.2
1109,0.23999999999999996
1110,-0.51
1111,0.3
1112,0.23
1113,0.34
1114,0.08
1115,-0.14
1116,-0.4799999999999999
1117,0.16
1118,-0.5399999999999999
1119,-0.07999999999999999
1120,0.05
1121,-0.39
1122,-0.26999999999999996
1123,0.33
1124,-0.42
1125,0.32
1126,0.11
1127,-0.43
1128,-0.1
1129,0.63
1130,-0.09000000000000001
1131,0.21
1132,-0.07999999999999999
1133,-0.23999999999999996
1134,-0.09000000000000001
1135,0.89
1136,0.38
1137,-0.2
1138,0.23999999999999996
1139,0.5
1140,0.3
1141,0.23
1142,0.34
1143,0.08
1144,-0.14
1145,-0.4799999999999999
1146,0.16
1147,-0.5399999999999999
1148,-0.07999999999999999
1149,0.05
1150,-0.39
1151,-0.26999999999999996
1152,0.33
1153,-0.42
1154,0.32
1155,0.11
1156,-0.43
1157,-0.1
1158,0.63
1159,-0.09000000000000001
1160,0.21
1161,-0.07999999999999999
1162,-0.23999999999999996
1163,-0.09000000000000001
1164,0.89
1165,0.38
1166,-0.2
1167,0.23999999999999996
1168,0.5
1169,-1.16
1170,0.23
1171,0.34
1172,0.08
1173,-0.14
1174,-0.4799999999999999
1175,0.16
1176,-0.5399999999999999
1177,-0.07999999999999999
1178,0.05
1179,-0.39
1180,-0.26999999999999996
1181,0.33
1182,-0.42
1183,0.32
1184,0.11
1185,-0.43
1186,-0.1
1187,0.63
1188,-0.09000000000000001
1189,0.21
1190,-0.07999999999999999
1191,-0.23999999999999996
1192,-0.09000000000000001
1193,0.89
1194,0.38
1195,-0.2
1196,0.23999999999999996
1197,0.5
1198,-1.16
1199,-0.25
1200,0.34
1201,0.08
1202,-0.14
1203,-0.4799999999999999
1204,0.16
1205,-0.5399999999999999
1206,-0.07999999999999999
1207,0.05
1208,-0.39
1209,-0.26999999999999996
1210,0.33
1211,-0.42
1212,0.32
1213,0.11
1214,-0.43
1215,-0.1
1216,0.63
1217,-0.09000000000000001
1218,0.21
1219,-0.07999999999999999
1220,-0.23999999999999996
1221,-0.09000000000000001
1222,0.89
1223,0.38
1224,-0.2
1225,0.23999999999999996
1226,0.5
1227,-1.16
1228,-0.25
1229,0.16
1230,0.08
1231,-0.14
1232,-0.4799999999999999
1233,0.16
1234,-0.5399999999999999
1235,-0.07999999999999999
1236,0.05
1237,-0.39
1238,-0.26999999999999996
1239,0.33
1240,-0.42
1241,0.32
1242,0.11
1243,-0.43
1244,-0.1
1245,0.63
1246,-0.09000000000000001
1247,0.21
1248,-0.07999999999999999
1249,-0.23999999999999996
1250,-0.09000000000000001
1251,0.89
1252,0.38
1253,-0.2
1254,0.23999999999999996
1255,0.5
1256,-1.16
1257,-0.25
1258,0.16
1259,-0.42
1260,-0.14
1261,-0.4799999999999999
1262,0.16
1263,-0.5399999999999999
1264,-0.07999999999999999
1265,0.05
1266,-0.39
1267,-0.26999999999999996
1268,0.33
1269,-0.42
1270,0.32
1271,0.11
1272,-0.43
1273,-0.1
1274,0.63
1275,-0.09000000000000001
1276,0.21
1277,-0.07999999999999999
1278,-0.23999999999999996
1279,-0.09000000000000001
1280,0.89
1281,0.38
1282,-0.2
1283,0.23999999999999996
1284,0.5
1285,-1.16
1286,-0.25
1287,0.16
1288,-0.42
1289,-1.67
1290,-0.4799999999999999
1291,0.16
1292,-0.5399999999999999
1293,-0.07999999999999999
1294,0.05
1295,-0.39
1296,-0.26999999999999996
1297,0.33
1298,-0.42
1299,0.32
1300,0.11
1301,-0.43
1302,-0.1
1303,0.63
1304,-0.09000000000000001
1305,0.21
1306,-0.07999999999999999
1307,-0.23999999999999996
1308,-0.09000000000000001
1309,0.89
1310,0.38
1311,-0.2
1312,0.23999999999999996
1313,0.5
1314,-1.16
1315,-0.25
1316,0.16
1317,-0.42
1318,-1.67
1319,0.05999999999999999
1320,0.16
1321,-0.5399999999999999
1322,-0.07999999999999999
1323,0.05
1324,-0.39
1325,-0.26999999999999996
1326,0.33
1327,-0.42
1328,0.32
1329,0.11
1330,-0.43
1331,-0.1
1332,0.63
1333,-0.09000000000000001
1334,0.21
1335,-0.07999999999999999
1336,-0.23999999999999996
1337,-0.09000000000000001
1338,0.89
1339,0.38
1340,-0.2
1341,0.23999999999999996
1342,0.5
1343,-1.16
1344,-0.25
1345,0.16
1346,-0.42
1347,-1.67
1348,0.05999999999999999
1349,-0.030000000000000006
1350,-0.5399999999999999
1351,-0.07999999999999999
1352,0.05
1353,-0.39
1354,-0.26999999999999996
1355,0.33
1356,-0.42
1357,0.32
1358,0.11
1359,-0.43
1360,-0.1
1361,0.63
1362,-0.09000000000000001
1363,0.21
1364,-0.07999999999999999
1365,-0.23999999999999996
1366,-0.09000000000000001
1367,0.89
1368,0.38
1369,-0.2
1370,0.23999999999999996
1371,0.5
1372,-1.16
1373,-0.25
1374,0.16
1375,-0.42
1376,-1.67
1377,0.05999999999999999
1378,-0.030000000000000006
1379,-0.06000000000000001
1380,-0.07999999999999999
1381,0.05
1382,-0.39
1383,-0.26999999999999996
1384,0.33
1385,-0.42
1386,0.32
1387,0.11
1388,-0.43
1389,-0.1
1390,0.63
1391,-0.09000000000000001
1392,0.21
1393,-0.07999999999999999
1394,-0.23999999999999996
1395,-0.09000000000000001
1396,0.89
1397,0.38
1398,-0.2
1399,0.23999999999999996
1400,0.5
1401,-1.16
1402,-0.25
1403,0.16
1404,-0.42
1405,-1.67
1406,0.05999999999999999
1407,-0.030000000000000006
1408,-0.06000000000000001
1409,0.58
1410,0.05
1411,-0.39
1412,-0.26999999999999996
1413,0.33
1414,-0.42
1415,0.32
1416,0.11
1417,-0.43
1418,-0.1
1419,0.63
1420,-0.09000000000000001
1421,0.21
1422,-0.07999999999999999
1423,-0.23999999999999996
1424,-0.09000000000000001
1425,0.89
1426,0.38
1427,-0.2
1428,0.23999999999999996
1429,0.5
1430,-1.16
1431,-0.25
1432,0.16
1433,-0.42
1434,-1.67
1435,0.05999999999999999
1436,-0.030000000000000006
1437,-0.06000000000000001
1438,0.58
1439,0.3
1440,-0.39
1441,-0.26999999999999996
1442,0.33
1443,-0.42
1444,0.32
1445,0.11
1446,-0.43
1447,-0.1
1448,0.63
1449,-0.09000000000000001
1450,0.21
1451,-0.07999999999999999
1452,-0.23999999999999996
1453,-0.09000000000000001
1454,0.89
1455,0.38
1456,-0.2
1457,0.23999999999999996
1458,0.5
1459,-1.16
1460,-0.25
1461,0.16
1462,-0.42
1463,-1.67
1464,0.05999999999999999
1465,-0.030000000000000006
1466,-0.06000000000000001
1467,0.58
1468,0.3
1469,-1.0900000000000003
1470,-0.26999999999999996
1471,0.33
1472,-0.42
1473,0.32
1474,0.11
1475,-0.43
1476,-0.1
1477,0.63
1478,-0.09000000000000001
1479,0.21
1480,-0.07999999999999999
1481,-0.23999999999999996
1482,-0.09000000000000001
1483,0.89
1484,0.38
1485,-0.2
1486,0.23999999999999996
1487,0.5
1488,-1.16
1489,-0.25
1490,0.16
1491,-0.42
1492,-1.67
1493,0.05999999999999999
1494,-0.030000000000000006
1495,-0.06000000000000001
1496,0.58
1497,0.3
1498,-1.0900000000000003
1499,-0.36
1500,0.33
1501,-0.42
1502,0.32
1503,0.11
1504,-0.43
1505,-0.1
1506,0.63
1507,-0.09000000000000001
1508,0.21
1509,-0.07999999999999999
1510,-0.23999999999999996
1511,-0.09000000000000001
1512,0.89
1513,0.38
1514,-0.2
1515,0.23999999999999996
1516,0.5
1517,-1.16
1518,-0.25
1519,0.16
1520,-0.42
1521,-1.67
1522,0.05999999999999999
1523,-0.030000000000000006
1524,-0.06000000000000001
1525,0.58
1526,0.3
1527,-1.0900000000000003
1528,-0.36
1529,0.22
1530,-0.42
1531,0.32
1532,0.11
1533,-0.43
1534,-0.1
1535,0.63
1536,-0.09000000000000001
1537,0.21
1538,-0.07999999999999999
1539,-0.23999999999999996
1540,-0.09000000000000001
1541,0.89
1542,0.38
1543,-0.2
1544,0.23999999999999996
1545,0.5
1546,-1.16
1547,-0.25
1548,0.16
1549,-0.42
1550,-1.67
1551,0.05999999999999999
1552,-0.030000000000000006
1553,-0.06000000000000001
1554,0.58
1555,0.3
1556,-1.0900000000000003
1557,-0.36
1558,0.22
1559,0.43
1560,0.32
1561,0.11
1562,-0.43
1563,-0.1
1564,0.63
1565,-0.09000000000000001
1566,0.21
1567,-0.07999999999999999
1568,-0.23999999999999996
1569,-0.09000000000000001
1570,0.89
1571,0.38
1572,-0.2
1573,0.23999999999999996
1574,0.5
1575,-1.16
1576,-0.25
1577,0.16
1578,-0.42
1579,-1.67
1580,0.05999999999999999
1581,-0.030000000000000006
1582,-0.06000000000000001
1583,0.58
1584,0.3
1585,-1.0900000000000003
1586,-0.36
1587,0.22
1588,0.43
1589,0.31
1590,0.11
1591,-0.43
1592,-0.1
1593,0.63
1594,-0.09000000000000001
1595,0.21
1596,-0.07999999999999999
1597,-0.23999999999999996
1598,-0.09000000000000001
1599,0.89
1600,0.38
1601,-0.2
1602,0.23999999999999996
1603,0.5
1604,-1.16
1605,-0.25
1606,0.16
1607,-0.42
1608,-1.67
1609,0.05999999999999999
1610,-0.030000000000000006
1611,-0.06000000000000001
1612,0.58
1613,0.3
1614,-1.0900000000000003
1615,-0.36
1616,0.22
1617,0.43
1618,0.31
1619,0.38
1620,-0.43
1621,-0.1
1622,0.63
1623,-0.09000000000000001
1624,0.21
1625,-0.07999999999999999
1626,-0.23999999999999996
1627,-0.09000000000000001
1628,0.89
1629,0.38
1630,-0.2
1631,0.23999999999999996
1632,0.5
1633,-1.16
1634,-0.25
1635,0.16
1636,-0.42
1637,-1.67
1638,0.05999999999999999
1639,-0.030000000000000006
1640,-0.06000000000000001
1641,0.58
1642,0.3
1643,-1.0900000000000003
1644,-0.36
1645,0.22
1646,0.43
1647,0.31
1648,0.38
1649,-1.0599999999999998
1650,-0.1
1651,0.63
1652,-0.09000000000000001
1653,0.21
1654,-0.07999999999999999
1655,-0.23999999999999996
1656,-0.09000000000000001
1657,0.89
1658,0.38
1659,-0.2
1660,0.23999999999999996
1661,0.5
1662,-1.16
1663,-0.25
1664,0.16
1665,-0.42
1666,-1.67
1667,0.05999999999999999
1668,-0.030000000000000006
1669,-0.06000000000000001
1670,0.58
1671,0.3
1672,-1.0900000000000003
1673,-0.36
1674,0.22
1675,0.43
1676,0.31
1677,0.38
1678,-1.0599999999999998
1679,-0.07999999999999999
1680,0.63
1681,-0.09000000000000001
1682,0.21
1683,-0.07999999999999999
1684,-0.23999999999999996
1685,-0.09000000000000001
1686,0.89
1687,0.38
1688,-0.2
1689,0.23999999999999996
1690,0.5
1691,-1.16
1692,-0.25
